,repayment_rate,student__demographics_avg_family_income,student__demographics_median_family_income,student__share_highincome_75001_110000,student__share_highincome_110001plus,student__avg_dependent_income_2014dollars,student__share_middleincome_48001_75000,admissions__sat_scores_average_by_ope_id,completion__completion_rate_4yr_100nt,admissions__sat_scores_average_overall,admissions__act_scores_25th_percentile_cumulative,admissions__act_scores_midpoint_cumulative,admissions__act_scores_75th_percentile_cumulative,completion__completion_rate_4yr_150nt,student__demographics_dependent,completion__completion_rate_4yr_150_white,admissions__sat_scores_25th_percentile_math,admissions__sat_scores_midpoint_math,admissions__sat_scores_25th_percentile_critical_reading,admissions__sat_scores_midpoint_critical_reading,admissions__sat_scores_75th_percentile_math,admissions__sat_scores_75th_percentile_critical_reading,student__retention_rate_four_year_full_time,academics__program_bachelors_biological,academics__program_bachelors_mathematics,academics__program_bachelors_physical_science,academics__program_bachelors_english,academics__program_bachelors_language,academics__program_bachelors_history,cost__tuition_out_of_state,student__fafsa_sent_5plus_college_allyrs,completion__completion_rate_4yr_150_nonresident_alien,admissions__act_scores_25th_percentile_english,academics__program_bachelors_philosophy_religious,admissions__act_scores_25th_percentile_math,admissions__act_scores_midpoint_math,admissions__act_scores_midpoint_english,admissions__act_scores_75th_percentile_math,admissions__act_scores_75th_percentile_english,completion__completion_rate_4yr_150_hispanic,completion__completion_rate_4yr_150_black,completion__completion_rate_4yr_150_asian,academics__program_bachelors_psychology,student__fafsa_sent_4_college_allyrs,academics__program_bachelors_social_science,school__faculty_salary,academics__program_percentage_history,student__demographics_race_ethnicity_white,completion__completion_rate_4yr_150_race_unknown,academics__program_percentage_english
0,0.9999999999999998,0.821399949143667,0.7992837527955795,0.7288593869954417,0.7266936829837097,0.7011929880094198,0.6404667085967639,0.5948467767745824,0.5790945325858566,0.5740726699110287,0.569303851819131,0.566706701878544,0.5645282553513037,0.5641014441499295,0.5639036780541411,0.5573040244000798,0.5532279490825179,0.5509451105490922,0.5500575273111371,0.5485352540884385,0.5485159084390144,0.5467877017907309,0.5307589718810242,0.5218280024693494,0.5163701168043043,0.5161555158407449,0.5158006757125396,0.5138147423932995,0.5124164108666462,0.5122175003580951,0.5112179563040068,0.507680450036485,0.5003180026513825,0.49890016101705503,0.49817605033878204,0.49660608358664715,0.4964377507293531,0.49513845985573146,0.4935258860404893,0.48902848565603174,0.4877046178680903,0.48424968427697845,0.4841300682114346,0.474876324594945,0.4726402443421074,0.4670422411450047,0.4598479285152967,0.4531460423211263,0.4529884842214981,0.4520797653795596
1,0.821399949143667,1.0,0.9805990407469865,0.861481979529271,0.9504071740542375,0.7788469949265785,0.693224468198361,0.7140861832449739,0.7539918796572479,0.6872057899184755,0.6885440416709465,0.6835957601583507,0.6795786742178964,0.7227019911016825,0.6397644046532533,0.7163329001366072,0.6740383940672796,0.6704183043157587,0.6718041044684191,0.6684543443046842,0.666774739807889,0.6651117025232449,0.6814886304766421,0.6419820002812315,0.6431301578303024,0.6381099521421314,0.6439651734067788,0.6263432284044188,0.6381174214148738,0.7083802347994456,0.7267187752336693,0.6431692311492248,0.5907971014738199,0.6168786640532222,0.5885048062333446,0.5845938499803339,0.5857213376365102,0.5811901093048909,0.5816832422248367,0.6457205295540577,0.6597942738180249,0.6318462551253902,0.6038088363716967,0.6917907096805044,0.6046035333904398,0.5566209474574029,0.5847592810156723,0.37941725740225507,0.5925539764815606,0.5652835405835678
2,0.7992837527955795,0.9805990407469863,1.0,0.8630261279118434,0.9367551251089213,0.7329732828331587,0.6961116295374122,0.7103656018479352,0.7533002890458482,0.685534914529516,0.6858569740876823,0.6815677090300347,0.6780036448872133,0.7235368171039465,0.6299083581223089,0.7163846321968614,0.6666609918867029,0.6635082559152894,0.6643829792231413,0.6615115116116956,0.6602526434493333,0.6585618380445057,0.6807874435875803,0.6463773500303905,0.649875710595269,0.6440615852897598,0.6466797868403795,0.6282201735387305,0.642798124045605,0.7018255913544478,0.7171614737719946,0.6370192600399543,0.5867561425869896,0.618210515210318,0.5858441910708325,0.5825229930733928,0.5824789514151603,0.5795543820871661,0.5789992551061564,0.6424037057322244,0.6551052878661358,0.624173544164296,0.6054863049536962,0.6927216984586514,0.6081180358103662,0.5602384788728632,0.589509754323471,0.37177925704263537,0.5846826759264883,0.5624516550521791
3,0.7288593869954417,0.861481979529271,0.8630261279118435,1.0,0.8188378793712328,0.735399306928689,0.7790851579743047,0.7047440095183232,0.6476661283417693,0.6754613050940924,0.668854108327919,0.6703326255124991,0.6706673496400388,0.6602275631415655,0.6695094832976922,0.6616587167229349,0.6365934304985901,0.6373933396676218,0.6320330559603297,0.6329431319369895,0.6373899517040955,0.6330875141357446,0.6569446326597461,0.6480929888284286,0.6424273193781451,0.6266943230260303,0.6534505279280224,0.5944438623787452,0.6429353674593236,0.6347072931252786,0.5867276282934961,0.5707373443398246,0.6014940666510711,0.5842024574145218,0.6013960760163867,0.603754930291685,0.6021306208929006,0.6048332845149231,0.6018903405749793,0.5743125386852087,0.5679994780855623,0.5614240771099681,0.6195354317170028,0.614655676929016,0.6064218132995715,0.544320630806502,0.5270199965890651,0.37223421871732404,0.5156254671453205,0.49578196368722377
4,0.7266936829837098,0.9504071740542375,0.9367551251089213,0.8188378793712329,0.9999999999999999,0.7197244580833441,0.5726934900065253,0.691263219516786,0.7663608363001986,0.6651588553560154,0.6695834639415725,0.6628012822597119,0.6575899630547988,0.7223127199171866,0.6111547611669285,0.7126408509308361,0.6634722722501742,0.6585206755697096,0.6617038030445421,0.6569527964212544,0.6538017103187657,0.6524861792902886,0.6728200487606645,0.6275689998920061,0.6327878174429608,0.6330909606870625,0.6264341235722783,0.6267394804352482,0.623469337410268,0.7191601868877134,0.7765353635669398,0.6492827909758258,0.5602649255892037,0.6143195566102483,0.5589352414741774,0.552931624152417,0.5531845852417802,0.5480318613065479,0.5478744761972433,0.6618273157161978,0.6802899728370706,0.6454428022461591,0.5874446972483557,0.740266786266925,0.5963631599721939,0.555975384175285,0.5894271320750372,0.2683967737227751,0.6129199069093879,0.5747547822342259
5,0.7011929880094198,0.7788469949265785,0.7329732828331587,0.735399306928689,0.7197244580833442,1.0,0.6183282261708031,0.5663161702742115,0.5158101167045568,0.5328266975553364,0.5264678798697535,0.5257455947889694,0.5248620515446644,0.5188556304847212,0.6580325235406236,0.5252616962201194,0.5135166711372814,0.5130674861170049,0.5095623276091361,0.5090538879749388,0.5121782857334264,0.508176854876192,0.504967711331628,0.4894749668310264,0.4839088459569751,0.4721694627403117,0.4935529041566044,0.45881447882120413,0.4848309000410141,0.49026337977675455,0.4532054937163598,0.43728806176926377,0.456231388681462,0.4572594530155083,0.45540529161020543,0.4559676855245997,0.4551137445313286,0.4560865792426742,0.45393668859808933,0.4468157173266562,0.4533157275395568,0.4562188925022603,0.47285623150080186,0.49293628053345767,0.45713299188889145,0.40470692320751345,0.35518869359322214,0.40380582329279524,0.4393047429679022,0.34837196944428206
6,0.6404667085967638,0.693224468198361,0.6961116295374122,0.7790851579743047,0.5726934900065254,0.6183282261708031,1.0,0.5716134991932219,0.47890134901384984,0.5478648284034711,0.5368882678501292,0.5409789884017623,0.5433659278541102,0.5120666868757883,0.5831956230833204,0.5191540786938937,0.5086582825720893,0.5112471840748504,0.5062996366541549,0.5089260371335331,0.5128348206148335,0.5105778965625597,0.5306697167902917,0.5241748287992267,0.5116381059398907,0.4892130298935667,0.5343018247925024,0.4598550008724696,0.5218653239763322,0.509481970688456,0.4366104635365497,0.43815019039201897,0.498421103182565,0.45465777302257715,0.498215241532927,0.5033996462383646,0.5025783377147777,0.5065180265918355,0.5047633879268422,0.4318439327728858,0.42437749739390596,0.42259004659948163,0.5119081038753153,0.47417724282143836,0.4873941223216711,0.5133726802372283,0.39353910007453063,0.3682367447467798,0.3779766043597734,0.36922196006364916
7,0.5948467767745823,0.7140861832449739,0.7103656018479352,0.7047440095183233,0.691263219516786,0.5663161702742115,0.5716134991932219,0.9999999999999999,0.65526223017921,0.949466882246846,0.9240392862012714,0.9253921396766581,0.9252751911819673,0.6953106934665927,0.610674260365386,0.6882334255239709,0.903023718272408,0.9038531073237381,0.8959255150498672,0.8965350370040012,0.9035914938734954,0.8961765608929647,0.7164998442549013,0.7611260839720312,0.7536744162610816,0.7402956815544669,0.7562073979948328,0.683090409199069,0.7520748119649924,0.6306835426825982,0.6273994727982717,0.6328902431286012,0.8370111102152473,0.6603180266107869,0.8385217757341902,0.840273150052872,0.8392460090160382,0.8402492231606078,0.8393829119732306,0.6176015866444267,0.6290776369734087,0.6040382454904349,0.7184375548787392,0.6412514098955485,0.7058052854870707,0.5456472842062798,0.5838837214589292,0.21158490666420632,0.5523324253428766,0.5422592755652227
8,0.5790945325858566,0.7539918796572479,0.7533002890458482,0.6476661283417693,0.7663608363001986,0.5158101167045569,0.4789013490138498,0.65526223017921,1.0,0.6922614622500969,0.6954368816600109,0.6894202253059535,0.6844898580028234,0.8701323148262925,0.49323768198172335,0.8520290580189243,0.6865349175296613,0.682322758779625,0.6854797801990486,0.6816359335491637,0.6781822273885909,0.677875753686214,0.7678686649078662,0.6677368869904895,0.6642101409962291,0.6601650577739732,0.6664305208586543,0.6435755512672792,0.6625724821078852,0.7745178430732756,0.7259837948128547,0.7068755538757807,0.598150051152684,0.6501002947489383,0.5934167762848694,0.5879570708364491,0.5917521774508654,0.5837097669718394,0.586738822960971,0.7694751956547977,0.7983469782240146,0.7444955551613466,0.622595322384377,0.6781905954515666,0.6249057734392361,0.5551643325832961,0.5991046617142289,0.2143807901591623,0.6994569116687865,0.5920768822004373
9,0.5740726699110287,0.6872057899184755,0.6855349145295159,0.6754613050940924,0.6651588553560154,0.5328266975553364,0.5478648284034711,0.949466882246846,0.6922614622500969,1.0,0.9733262117704748,0.9746566935250358,0.9744451349762661,0.7326165197589545,0.5877615477456907,0.7240887247475535,0.9506042062168388,0.9514484353083413,0.9430990794733802,0.9437296316188384,0.9511492648566079,0.9433427099948134,0.7492830840373484,0.8019296181530867,0.7948478688650824,0.7822937928776492,0.7928746200110904,0.7203075193923061,0.7878962245205482,0.6662251752435251,0.6159468267789636,0.6698848473959299,0.8818109141708043,0.6959365766740648,0.8832040364255704,0.8849749176516524,0.8841166663998219,0.8849090292237133,0.8842278138218685,0.6518076381751461,0.6660730366469311,0.6353782948972131,0.7464570307012612,0.6264208561344647,0.7376586395860917,0.5491406942156083,0.6112354737645991,0.23841907062325485,0.5822964434226497,0.5660024918073581
